,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
16702,EMEA,16.661361300891713,30,Person_Name_20,2016,Q2,1,1,0,13.912927174883757,14.95016712400085,12.716313177195659,17.394134852560686
2310,Americas,13.37607989613234,1,Person_Name_22,2016,Q2,1,1,1,14.615591534292808,15.870033656347571,,17.525426489061513
16414,Americas,15.687662673630154,10,Person_Name_22,2016,Q2,0,1,0,14.615591534292808,15.870033656347571,,17.525426489061513
16824,Americas,16.604382781456945,25,Person_Name_22,2016,Q2,0,1,0,14.615591534292808,15.870033656347571,,17.525426489061513
3891,Americas,11.442932093149693,0,Person_Name_22,2016,Q3,0,1,0,14.621713828227241,16.267564717687954,15.870033656347571,17.422537567700562
4172,Americas,11.442932093149693,0,Person_Name_22,2016,Q3,1,1,0,14.621713828227241,16.267564717687954,15.870033656347571,17.422537567700562
4239,Americas,10.506162829931998,0,Person_Name_22,2016,Q3,1,1,1,14.621713828227241,16.267564717687954,15.870033656347571,17.422537567700562
16390,Americas,17.75486853553245,80,Person_Name_22,2016,Q3,0,1,0,14.621713828227241,16.267564717687954,15.870033656347571,17.422537567700562
16415,Americas,15.679940627536244,10,Person_Name_22,2016,Q3,0,1,0,14.621713828227241,16.267564717687954,15.870033656347571,17.422537567700562
4841,Americas,11.140121139101613,0,Person_Name_22,2016,Q4,0,0,0,13.827230115292322,15.665317841694522,16.267564717687954,17.14031903370973
16392,Americas,16.349577303488587,20,Person_Name_22,2016,Q4,0,1,0,13.827230115292322,15.665317841694522,16.267564717687954,17.14031903370973
16416,Americas,15.672158487094189,10,Person_Name_22,2016,Q4,0,1,0,13.827230115292322,15.665317841694522,16.267564717687954,17.14031903370973
4842,Americas,11.03746698504153,0,Person_Name_22,2017,Q1,1,1,0,14.636744700564101,12.818956651407184,15.665317841694522,17.11348631435528
4843,Americas,11.03746698504153,0,Person_Name_22,2017,Q1,1,1,0,14.636744700564101,12.818956651407184,15.665317841694522,17.11348631435528
4844,Americas,11.03746698504153,0,Person_Name_22,2017,Q1,1,1,0,14.636744700564101,12.818956651407184,15.665317841694522,17.11348631435528
4845,Americas,11.03746698504153,0,Person_Name_22,2017,Q1,1,1,0,14.636744700564101,12.818956651407184,15.665317841694522,17.11348631435528
5368,Americas,14.23171776260434,4,Person_Name_22,2017,Q1,0,1,0,14.636744700564101,12.818956651407184,15.665317841694522,17.11348631435528
16683,Americas,13.017127853934653,1,Person_Name_22,2017,Q1,0,1,0,14.636744700564101,12.818956651407184,15.665317841694522,17.11348631435528
7220,Americas,11.000859071768105,0,Person_Name_22,2017,Q3,1,1,0,14.621713828227241,12.230739891945168,12.818956651407184,17.30846946357479
7330,Americas,12.765871273892124,1,Person_Name_22,2017,Q3,0,0,1,14.621713828227241,12.230739891945168,12.818956651407184,17.30846946357479
9361,Americas,11.219386273034049,0,Person_Name_22,2017,Q4,0,0,1,13.827230115292322,12.885982599308099,12.230739891945168,17.319174321416128
9440,Americas,13.854233070112965,2,Person_Name_22,2017,Q4,0,0,0,13.827230115292322,12.885982599308099,12.230739891945168,17.319174321416128
9465,Americas,11.158761651217615,0,Person_Name_22,2017,Q4,0,0,1,13.827230115292322,12.885982599308099,12.230739891945168,17.319174321416128
7598,Americas,13.808788012203447,2,Person_Name_22,2018,Q1,1,1,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
9036,Americas,8.922658299524402,0,Person_Name_22,2018,Q1,1,1,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
9037,Americas,13.888651812997537,2,Person_Name_22,2018,Q1,1,1,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
9567,Americas,14.082213473780582,3,Person_Name_22,2018,Q1,0,1,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
10224,Americas,9.185022563991893,0,Person_Name_22,2018,Q1,1,1,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
10225,Americas,14.265855337077399,3,Person_Name_22,2018,Q1,1,1,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
12689,Americas,6.875232087276577,0,Person_Name_22,2018,Q1,0,0,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
12690,Americas,10.792766735163433,0,Person_Name_22,2018,Q1,0,0,0,14.636744700564101,13.347619395887785,12.885982599308099,17.32043226217506
9312,Americas,12.966572352947138,1,Person_Name_22,2018,Q2,1,1,0,14.615591534292808,11.961984189769575,13.347619395887785,17.299136059914062
13514,Americas,6.92951677076365,0,Person_Name_22,2018,Q2,1,1,1,14.615591534292808,11.961984189769575,13.347619395887785,17.299136059914062
13515,Americas,10.625222189947985,0,Person_Name_22,2018,Q2,1,1,1,14.615591534292808,11.961984189769575,13.347619395887785,17.299136059914062
12762,Americas,8.242756345714477,0,Person_Name_22,2018,Q3,0,0,0,14.621713828227241,10.719506292292492,11.961984189769575,17.310070842003267
12763,Americas,12.466743168735105,1,Person_Name_22,2018,Q3,0,0,0,14.621713828227241,10.719506292292492,11.961984189769575,17.310070842003267
14108,Americas,6.885703925194692,0,Person_Name_22,2018,Q3,1,1,1,14.621713828227241,10.719506292292492,11.961984189769575,17.310070842003267
14109,Americas,9.857967037234319,0,Person_Name_22,2018,Q3,1,1,1,14.621713828227241,10.719506292292492,11.961984189769575,17.310070842003267
14339,Americas,6.352246047589507,0,Person_Name_22,2018,Q3,1,1,1,14.621713828227241,10.719506292292492,11.961984189769575,17.310070842003267
14340,Americas,9.164819856674374,0,Person_Name_22,2018,Q3,1,1,1,14.621713828227241,10.719506292292492,11.961984189769575,17.310070842003267
14582,Americas,10.044552992814731,0,Person_Name_22,2018,Q3,0,0,1,14.621713828227241,10.719506292292492,11.961984189769575,17.310070842003267
81,EMEA,13.300169253843256,1,Person_Name_23,2016,Q1,1,1,0,13.892823535362705,12.574862003528171,,17.32216204292585
213,EMEA,11.664414033091782,0,Person_Name_23,2016,Q1,1,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
451,EMEA,11.702880313919579,0,Person_Name_23,2016,Q1,0,0,0,13.892823535362705,12.574862003528171,,17.32216204292585
568,EMEA,11.59542116160483,0,Person_Name_23,2016,Q1,1,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
569,EMEA,11.72157244693173,0,Person_Name_23,2016,Q1,0,0,0,13.892823535362705,12.574862003528171,,17.32216204292585
1896,EMEA,11.702880313919579,0,Person_Name_23,2016,Q1,1,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
1897,EMEA,11.664414033091782,0,Person_Name_23,2016,Q1,1,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
1929,EMEA,11.605390692642322,0,Person_Name_23,2016,Q1,0,0,1,13.892823535362705,12.574862003528171,,17.32216204292585
1949,EMEA,12.229545001715316,0,Person_Name_23,2016,Q1,0,0,1,13.892823535362705,12.574862003528171,,17.32216204292585
2205,EMEA,9.39593157763776,0,Person_Name_23,2016,Q1,0,0,1,13.892823535362705,12.574862003528171,,17.32216204292585
2206,EMEA,11.10991334582313,0,Person_Name_23,2016,Q1,0,0,1,13.892823535362705,12.574862003528171,,17.32216204292585
2281,EMEA,11.564985278007283,0,Person_Name_23,2016,Q1,1,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
2282,EMEA,12.278335165884748,0,Person_Name_23,2016,Q1,1,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
2306,EMEA,11.575618534308651,0,Person_Name_23,2016,Q1,1,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
2334,EMEA,11.84974764035573,0,Person_Name_23,2016,Q1,0,0,1,13.892823535362705,12.574862003528171,,17.32216204292585
2371,EMEA,10.035173493361503,0,Person_Name_23,2016,Q1,0,1,1,13.892823535362705,12.574862003528171,,17.32216204292585
2530,EMEA,11.61534102349549,0,Person_Name_23,2016,Q1,0,0,1,13.892823535362705,12.574862003528171,,17.32216204292585
16812,EMEA,14.2893667565255,2,Person_Name_23,2016,Q1,1,1,0,13.892823535362705,12.574862003528171,,17.32216204292585
16813,EMEA,14.215060405362989,2,Person_Name_23,2016,Q1,1,1,0,13.892823535362705,12.574862003528171,,17.32216204292585
135,EMEA,13.280366626547076,1,Person_Name_23,2016,Q2,0,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
1918,EMEA,15.087590321472714,6,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2062,EMEA,14.012734520260304,2,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2079,EMEA,14.790055952577921,4,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2080,EMEA,14.912658274670253,5,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2307,EMEA,11.575618534308651,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2373,EMEA,13.446321205876826,1,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2442,EMEA,11.625193319938502,0,Person_Name_23,2016,Q2,0,0,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2445,EMEA,11.297415205811415,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2446,EMEA,10.565801744423673,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2561,EMEA,11.683832118948885,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2595,EMEA,10.466372989339174,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2596,EMEA,10.60426802525147,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2597,EMEA,10.330823735462461,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2711,EMEA,11.605390692642322,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2774,EMEA,11.664414033091782,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2836,EMEA,12.520464684588582,0,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2837,EMEA,11.559053517433957,0,Person_Name_23,2016,Q2,0,0,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2839,EMEA,12.716405748027475,1,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2899,EMEA,11.712270054269418,0,Person_Name_23,2016,Q2,0,0,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2954,EMEA,10.565801744423673,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2955,EMEA,10.940740261872682,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2956,EMEA,10.04314166301068,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2958,EMEA,14.352661606897813,3,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
2977,EMEA,10.517955704564338,0,Person_Name_23,2016,Q2,0,0,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
3190,EMEA,10.55396728677667,0,Person_Name_23,2016,Q2,0,0,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
3214,EMEA,12.876274202250885,1,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
3227,EMEA,11.683832118948885,0,Person_Name_23,2016,Q2,1,1,1,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
16811,EMEA,12.868386837417718,1,Person_Name_23,2016,Q2,1,1,0,13.912927174883757,13.229090574296725,12.574862003528171,17.321499549926717
1898,EMEA,14.919363341222722,5,Person_Name_23,2016,Q3,1,1,0,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
1899,EMEA,14.919363341222722,5,Person_Name_23,2016,Q3,1,1,0,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
1900,EMEA,14.919363341222722,5,Person_Name_23,2016,Q3,1,1,0,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
3449,EMEA,11.674170208037149,0,Person_Name_23,2016,Q3,0,0,1,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
3450,EMEA,11.674170208037149,0,Person_Name_23,2016,Q3,0,0,1,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
3505,EMEA,11.625193319938502,0,Person_Name_23,2016,Q3,0,0,1,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
3687,EMEA,11.585187985324803,0,Person_Name_23,2016,Q3,1,1,1,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
3744,EMEA,9.649511012549517,0,Person_Name_23,2016,Q3,1,1,1,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
3745,EMEA,11.441270481777574,0,Person_Name_23,2016,Q3,1,1,1,13.895475038093599,13.881116961837058,13.229090574296725,17.32880811699604
2993,EMEA,13.204934485976677,1,Person_Name_23,2016,Q4,0,1,0,13.74364672796753,16.080235151255142,13.881116961837058,17.543801154454467
3013,EMEA,17.150567137121385,50,Person_Name_23,2016,Q4,1,1,0,13.74364672796753,16.080235151255142,13.881116961837058,17.543801154454467
3087,EMEA,12.477654299047273,1,Person_Name_23,2016,Q4,1,1,0,13.74364672796753,16.080235151255142,13.881116961837058,17.543801154454467
798,EMEA,12.07639382222114,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
803,EMEA,12.729800674131573,1,Person_Name_23,2017,Q1,0,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
817,EMEA,11.363828555804094,0,Person_Name_23,2017,Q1,0,0,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
848,EMEA,14.614328192146312,5,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
875,EMEA,10.630941046594634,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
876,EMEA,10.526581031270393,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
933,EMEA,10.708117966603929,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
934,EMEA,9.406083949101777,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
935,EMEA,9.374319734522272,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
936,EMEA,10.048418720111524,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
957,EMEA,11.284854795319463,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
958,EMEA,9.721515934506462,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
990,EMEA,11.3042855998584,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
991,EMEA,11.433890374479951,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1027,EMEA,11.11754347592819,0,Person_Name_23,2017,Q1,0,0,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1028,EMEA,11.383246641661195,0,Person_Name_23,2017,Q1,0,0,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1030,EMEA,12.003629755658746,0,Person_Name_23,2017,Q1,0,0,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1053,EMEA,11.385159562775147,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1054,EMEA,9.811549057209943,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1055,EMEA,11.147031008779633,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1080,EMEA,11.339896200787582,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1101,EMEA,11.482997044428256,0,Person_Name_23,2017,Q1,0,0,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1103,EMEA,12.114134150203988,0,Person_Name_23,2017,Q1,0,0,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1167,EMEA,12.088491511365312,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1184,EMEA,10.46695590978704,0,Person_Name_23,2017,Q1,0,0,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1185,EMEA,10.720540486602486,0,Person_Name_23,2017,Q1,0,0,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1201,EMEA,12.351003813105569,1,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1282,EMEA,9.82445246204585,0,Person_Name_23,2017,Q1,0,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1349,EMEA,11.383246641661195,0,Person_Name_23,2017,Q1,0,0,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1350,EMEA,11.482997044428256,0,Person_Name_23,2017,Q1,0,0,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1360,EMEA,12.26542221952439,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1455,EMEA,12.069124708874462,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1456,EMEA,11.579457310615817,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1457,EMEA,11.39466966132667,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1525,EMEA,11.912875392390283,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1577,EMEA,11.296689252966466,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1586,EMEA,11.40791488807669,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1594,EMEA,9.585032821417093,0,Person_Name_23,2017,Q1,1,1,0,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1653,EMEA,9.994351498841247,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1654,EMEA,10.966731697366447,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
1655,EMEA,10.581366260964785,0,Person_Name_23,2017,Q1,1,1,1,13.892823535362705,11.83380746489964,16.080235151255142,16.974917369631747
