,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio,Lag_1,Delta
1792,EMEA,11.513275403734516,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
2033,EMEA,14.8541359511128,6,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
2299,EMEA,14.678330130887709,5,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
2300,EMEA,14.658938941573057,5,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
2301,EMEA,14.656988989703978,5,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
2302,EMEA,14.678330130887709,5,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
2532,EMEA,12.396027494479524,0,Person_Name_13,2017,Q1,0,1,0,13.15444811806751,14.656776325497907,15.88098068762362
2833,EMEA,14.69409708620309,5,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
3296,EMEA,12.942802885360521,1,Person_Name_13,2017,Q1,0,1,0,13.15444811806751,14.656776325497907,15.88098068762362
3340,EMEA,15.359183597598904,10,Person_Name_13,2017,Q1,0,0,1,13.15444811806751,14.656776325497907,15.88098068762362
4053,EMEA,12.950863059241957,1,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
4103,EMEA,12.419338573347972,0,Person_Name_13,2017,Q1,0,0,0,13.15444811806751,14.656776325497907,15.88098068762362
4233,EMEA,12.255212748463894,0,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
4234,EMEA,12.773155839998749,1,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
4247,EMEA,14.441892740625756,4,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
4248,EMEA,13.95846609104788,2,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
4306,EMEA,12.741889471450577,1,Person_Name_13,2017,Q1,0,0,1,13.15444811806751,14.656776325497907,15.88098068762362
4343,EMEA,15.315483543155455,10,Person_Name_13,2017,Q1,0,1,1,13.15444811806751,14.656776325497907,15.88098068762362
4344,EMEA,15.288000533742663,10,Person_Name_13,2017,Q1,0,1,1,13.15444811806751,14.656776325497907,15.88098068762362
4447,EMEA,15.37160611759746,10,Person_Name_13,2017,Q1,1,1,0,13.15444811806751,14.656776325497907,15.88098068762362
4513,EMEA,11.967660622084676,0,Person_Name_13,2017,Q1,0,1,0,13.15444811806751,14.656776325497907,15.88098068762362
4739,EMEA,12.176144224988201,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
4835,EMEA,11.316107338823567,0,Person_Name_13,2017,Q1,0,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5022,EMEA,12.752615351897743,1,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5125,EMEA,13.355367706254997,1,Person_Name_13,2017,Q1,0,1,0,13.15444811806751,14.656776325497907,15.88098068762362
5271,EMEA,8.88324156716061,0,Person_Name_13,2017,Q1,0,0,1,13.15444811806751,14.656776325497907,15.88098068762362
5272,EMEA,9.79285692419779,0,Person_Name_13,2017,Q1,0,0,1,13.15444811806751,14.656776325497907,15.88098068762362
5273,EMEA,7.988275590357674,0,Person_Name_13,2017,Q1,0,0,1,13.15444811806751,14.656776325497907,15.88098068762362
5274,EMEA,8.007691690612377,0,Person_Name_13,2017,Q1,0,0,1,13.15444811806751,14.656776325497907,15.88098068762362
5275,EMEA,11.07753193632009,0,Person_Name_13,2017,Q1,0,0,1,13.15444811806751,14.656776325497907,15.88098068762362
5657,EMEA,11.482997044428256,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5658,EMEA,11.40229483663189,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5659,EMEA,10.715741891714588,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5660,EMEA,10.734790214063668,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5764,EMEA,12.38654875052498,1,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5767,EMEA,9.903837491300417,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5768,EMEA,9.564554290073552,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5769,EMEA,10.250336567258488,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5770,EMEA,10.396963537967006,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5885,EMEA,9.162394059663603,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5886,EMEA,11.224540145298077,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5892,EMEA,10.81731725856892,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5893,EMEA,10.739032329516375,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5898,EMEA,11.38124664099453,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5899,EMEA,11.500696621527656,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5900,EMEA,11.348948855926597,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
5975,EMEA,11.348948855926597,0,Person_Name_13,2017,Q1,0,1,1,13.15444811806751,14.656776325497907,15.88098068762362
6011,EMEA,8.621850459853693,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
6012,EMEA,11.426582955148165,0,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
16166,EMEA,14.993707025997882,7,Person_Name_13,2017,Q1,1,1,1,13.15444811806751,14.656776325497907,15.88098068762362
69,EMEA,13.374277225996979,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
683,EMEA,10.465956409453957,0,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
749,EMEA,16.195190016539684,30,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
841,EMEA,15.2818466267572,10,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
842,EMEA,11.928140636354597,0,Person_Name_13,2017,Q2,0,0,0,13.159298702698154,13.15444811806751,16.0870707832014
912,EMEA,12.662180486456593,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
915,EMEA,15.22565220497438,10,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1075,EMEA,14.823492885000714,7,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1079,EMEA,13.646091406005727,2,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1146,EMEA,12.399962654006446,1,Person_Name_13,2017,Q2,0,0,0,13.159298702698154,13.15444811806751,16.0870707832014
1209,EMEA,14.543409104005839,5,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1287,EMEA,11.444282532247565,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1288,EMEA,11.348948855926597,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1289,EMEA,11.348948855926597,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1297,EMEA,13.097395508184327,1,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1298,EMEA,12.944593446228362,1,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1299,EMEA,13.028402636697376,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1427,EMEA,12.71664802798842,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1546,EMEA,12.12485093060065,0,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1548,EMEA,11.532389799757832,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1561,EMEA,11.362554507982376,0,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
1793,EMEA,11.389222755064537,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1794,EMEA,10.874333939009157,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1795,EMEA,10.807549559407263,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
1796,EMEA,13.110640734934348,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
2185,EMEA,13.372701500854733,2,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
2531,EMEA,12.578349051273479,0,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
2940,EMEA,16.57573718337998,30,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
3047,EMEA,12.443304684791826,1,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
3488,EMEA,13.418514758200027,2,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
3489,EMEA,15.790993600701375,17,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
4132,EMEA,11.724346373814457,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
4142,EMEA,13.580952103834766,2,Person_Name_13,2017,Q2,0,0,0,13.159298702698154,13.15444811806751,16.0870707832014
4548,EMEA,14.689954019902915,5,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
4549,EMEA,14.923171682151802,7,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
4617,EMEA,15.125330649455561,9,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
4622,EMEA,12.728986066614668,1,Person_Name_13,2017,Q2,0,0,0,13.159298702698154,13.15444811806751,16.0870707832014
4690,EMEA,11.477330022574805,0,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
4691,EMEA,13.16563836088565,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
4753,EMEA,11.195471234184778,0,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
5041,EMEA,11.97138940550872,0,Person_Name_13,2017,Q2,0,0,0,13.159298702698154,13.15444811806751,16.0870707832014
5095,EMEA,12.224417593280497,0,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
5209,EMEA,12.329778108938324,1,Person_Name_13,2017,Q2,0,1,0,13.159298702698154,13.15444811806751,16.0870707832014
5640,EMEA,15.195289238062472,10,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
5739,EMEA,11.39466966132667,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5740,EMEA,10.886310130055872,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5741,EMEA,10.82012822317457,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5763,EMEA,12.38654875052498,1,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5846,EMEA,9.893661918707963,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5847,EMEA,9.564554290073552,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5848,EMEA,9.498372383192251,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5849,EMEA,10.80242864607517,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5850,EMEA,14.516740856923679,5,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
5858,EMEA,11.567481119569102,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5859,EMEA,11.500696621527656,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5891,EMEA,13.098744126055621,1,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5895,EMEA,11.500696621527656,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5896,EMEA,11.567481119569102,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5897,EMEA,11.348948855926597,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5972,EMEA,9.970019398181718,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5973,EMEA,10.191519563752196,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
5974,EMEA,10.720340196504223,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6107,EMEA,9.970019398181718,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6108,EMEA,10.596984671860362,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6109,EMEA,10.432658124052443,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6110,EMEA,9.970019398181718,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6111,EMEA,10.596984671860362,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6112,EMEA,10.432658124052443,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6114,EMEA,12.96365588104071,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
6131,EMEA,14.450486105668851,4,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
6133,EMEA,8.787525625532906,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6134,EMEA,9.314997640413639,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6135,EMEA,11.17152611001246,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6136,EMEA,15.196664668101128,10,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
6177,EMEA,10.866967167212742,0,Person_Name_13,2017,Q2,0,0,1,13.159298702698154,13.15444811806751,16.0870707832014
6181,EMEA,11.532389799757832,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6182,EMEA,11.567481119569102,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6183,EMEA,12.193843802087601,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6213,EMEA,12.464933279445964,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
6215,EMEA,12.944593446228362,1,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6287,EMEA,10.257701470633497,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6288,EMEA,10.173819986652797,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6289,EMEA,9.753116595548276,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6290,EMEA,10.008144820973584,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6291,EMEA,12.323464604726126,1,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6341,EMEA,11.579457310615817,0,Person_Name_13,2017,Q2,0,0,1,13.159298702698154,13.15444811806751,16.0870707832014
6393,EMEA,10.856815365172759,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6394,EMEA,10.663166578741663,0,Person_Name_13,2017,Q2,0,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6407,EMEA,11.532389799757832,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6439,EMEA,12.788172546397151,1,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6440,EMEA,11.513275403734516,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6441,EMEA,11.777661913582776,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6442,EMEA,11.731941108182703,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6462,EMEA,11.487957595750226,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6467,EMEA,9.787697841387763,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6468,EMEA,10.30930259940858,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6469,EMEA,10.720340196504223,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6470,EMEA,9.241780897810502,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6471,EMEA,10.30930259940858,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6472,EMEA,10.432658124052443,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6473,EMEA,9.970019398181718,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6475,EMEA,11.724346373814457,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6572,EMEA,9.027315567961857,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6573,EMEA,9.19299073364107,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6574,EMEA,9.437336492605882,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6575,EMEA,10.957089399874212,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6582,EMEA,10.738556569480759,0,Person_Name_13,2017,Q2,0,0,1,13.159298702698154,13.15444811806751,16.0870707832014
6583,EMEA,12.337450846700866,1,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6681,EMEA,10.886310130055872,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6682,EMEA,10.575371195439825,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6697,EMEA,11.356313759301608,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6698,EMEA,11.107810295626352,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6699,EMEA,11.39466966132667,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6700,EMEA,10.897738825879495,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6797,EMEA,11.513275403734516,0,Person_Name_13,2017,Q2,0,0,1,13.159298702698154,13.15444811806751,16.0870707832014
6804,EMEA,12.560594398015075,1,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
6873,EMEA,11.125805304612388,0,Person_Name_13,2017,Q2,1,1,0,13.159298702698154,13.15444811806751,16.0870707832014
6875,EMEA,8.09437844497296,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6876,EMEA,9.721515934506462,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6877,EMEA,11.125805304612388,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
6878,EMEA,9.785231748892569,0,Person_Name_13,2017,Q2,1,1,1,13.159298702698154,13.15444811806751,16.0870707832014
